CustomerID,R,Frequency,Monetary,Segment
13266.0,4816,19,3427.5099999999998,潜力用户
13267.0,4808,27,4404.44,潜力用户
13268.0,4823,15,3167.64,潜力用户
13269.0,4806,17,5243.92,潜力用户
13271.0,4842,2,178.26,一般用户
13272.0,4836,2,276.56,一般用户
13273.0,4918,1,138.98,一般用户
13276.0,4869,2,590.9300000000001,一般用户
13277.0,4821,4,258.4,一般用户
13278.0,4846,1,542.73,一般用户
13279.0,4869,2,126.30000000000001,一般用户
13280.0,4927,3,814.86,一般用户
13282.0,4823,6,1047.8400000000001,一般用户
13283.0,4865,2,93.66,一般用户
13284.0,5128,2,196.15,一般用户
13285.0,4828,4,2709.12,潜力用户
13291.0,4961,1,361.11,一般用户
13292.0,4844,2,578.9399999999999,一般用户
13294.0,4995,2,873.74,一般用户
13295.0,5165,2,197.95000000000002,一般用户
13296.0,4942,1,87.4,一般用户
13297.0,4813,4,2089.85,潜力用户
13298.0,4806,1,360.0,一般用户
13299.0,5073,1,142.5,一般用户
13300.0,4970,2,365.29,一般用户
13301.0,4909,4,618.09,一般用户
13302.0,4960,1,63.75,一般用户
13304.0,5156,1,300.42,一般用户
13305.0,4809,10,2000.86,潜力用户
13307.0,4925,1,15.0,一般用户
13308.0,4828,4,1307.13,一般用户
13309.0,4812,5,1456.79,一般用户
13310.0,4814,6,1083.63,一般用户
13311.0,4809,2,598.57,一般用户
13313.0,4827,5,1555.32,一般用户
13314.0,4807,4,578.66,一般用户
13316.0,4842,5,4113.17,潜力用户
13317.0,4869,9,2140.07,潜力用户
13318.0,4806,3,640.76,一般用户
13319.0,4810,36,10664.34,潜力用户
13320.0,4876,6,1491.7,一般用户
13321.0,4877,2,335.36,一般用户
13322.0,4822,1,199.48000000000002,一般用户
13323.0,4808,5,787.85,一般用户
13324.0,4837,12,4842.5599999999995,潜力用户
13325.0,4887,1,675.3,一般用户
13327.0,4844,9,3617.57,潜力用户
13328.0,5121,1,1042.08,一般用户
13329.0,4837,4,740.4,一般用户
13330.0,4898,3,1140.93,一般用户
13332.0,4819,1,350.9,一般用户
13334.0,4887,3,3536.82,一般用户
13336.0,4882,1,795.12,一般用户
13338.0,4959,3,431.82,一般用户
13339.0,5006,1,860.12,一般用户
13340.0,4850,7,8902.04,潜力用户
13341.0,5066,1,775.85,一般用户
13343.0,4978,2,303.93,一般用户
13344.0,4873,3,2543.72,潜力用户
13345.0,5082,2,377.6,一般用户
13347.0,4875,1,341.36,一般用户
13348.0,4869,1,233.76,一般用户
13349.0,4816,1,247.32,一般用户
13350.0,4821,3,910.72,一般用户
13351.0,4871,1,373.94,一般用户
13352.0,4813,2,389.28,一般用户
13354.0,4876,1,743.53,一般用户
13355.0,4927,1,674.7,一般用户
13356.0,4885,1,768.24,一般用户
13357.0,5062,1,609.95,一般用户
13358.0,5074,1,439.03,一般用户
13359.0,4864,2,431.26,一般用户
13362.0,4808,5,3085.4900000000002,潜力用户
13363.0,4823,2,992.5,一般用户
13364.0,4872,2,0.0,一般用户
13365.0,4814,3,2191.22,潜力用户
13368.0,5062,2,623.4,一般用户
13369.0,5159,2,263.75,一般用户
13370.0,5171,2,721.32,一般用户
13372.0,4895,1,378.64,一般用户
13373.0,4866,3,3312.25,潜力用户
13375.0,4886,2,772.9,一般用户
13376.0,4904,3,1019.76,一般用户
13379.0,4831,3,572.56,一般用户
13381.0,4826,7,3626.81,潜力用户
13382.0,5086,1,222.99,一般用户
13384.0,4836,9,3690.6,潜力用户
13385.0,5135,1,534.57,一般用户
13388.0,4926,3,627.15,一般用户
13389.0,4816,3,797.96,一般用户
13390.0,4880,1,544.08,一般用户
13391.0,5009,1,59.8,一般用户
13394.0,4807,10,2312.8,潜力用户
13395.0,4990,1,299.08,一般用户
13396.0,4827,4,1325.29,一般用户
13397.0,4878,6,1539.18,一般用户
13398.0,4997,1,457.34,一般用户
13402.0,4932,2,621.23,一般用户
13403.0,4823,1,75.0,一般用户
13404.0,4806,2,252.49,一般用户
13405.0,4879,3,572.451,一般用户
13408.0,4807,81,22607.05,潜力用户
13410.0,4814,7,988.91,一般用户
13411.0,4912,1,213.55,一般用户
13414.0,4939,2,568.5,一般用户
13416.0,4849,2,712.5,一般用户
13417.0,4810,2,640.83,一般用户
13418.0,4817,23,5845.44,潜力用户
13419.0,4869,1,221.06,一般用户
13420.0,4940,4,140.35,一般用户
13421.0,4845,3,1848.98,一般用户
13422.0,4856,2,2601.55,潜力用户
13425.0,4913,3,1624.21,一般用户
13426.0,4806,12,3550.7000000000003,潜力用户
13427.0,4824,3,582.6,一般用户
13428.0,4815,1,218.47,一般用户
13429.0,4816,4,1006.8,一般用户
13430.0,4824,4,648.6899999999999,一般用户
13431.0,4872,2,1269.1,一般用户
13434.0,4879,2,534.24,一般用户
13435.0,4810,9,3645.4500000000003,潜力用户
13436.0,4807,1,196.89,一般用户
13437.0,4819,7,3408.06,潜力用户
13439.0,5060,1,283.71,一般用户
13441.0,4897,1,296.64,一般用户
13447.0,4828,4,1104.23,一般用户
13448.0,4822,10,3465.67,潜力用户
13449.0,4829,1,291.88,一般用户
13450.0,4832,6,1940.04,潜力用户
13451.0,4831,6,2916.45,潜力用户
13452.0,5064,2,590.0,一般用户
13453.0,4971,2,356.97999999999996,一般用户
13455.0,4830,4,1007.35,一般用户
13456.0,4823,7,1737.8200000000002,一般用户
13458.0,4812,22,9537.92,潜力用户
13460.0,4834,2,183.44,一般用户
13461.0,4844,3,1157.0,一般用户
13462.0,4988,2,143.25,一般用户
13464.0,4863,1,674.68,一般用户
13466.0,4905,2,297.95,一般用户
13467.0,4816,2,1083.71,一般用户
13468.0,4807,41,5656.75,潜力用户
13470.0,4904,2,165.0,一般用户
13471.0,4806,4,2531.58,潜力用户
13473.0,4866,3,417.54,一般用户
13474.0,5041,1,229.59,一般用户
13475.0,4996,4,1431.78,一般用户
13476.0,4984,4,1092.77,一般用户
13477.0,4843,8,1441.53,一般用户
13479.0,5003,3,291.0,一般用户
13481.0,4851,8,1776.81,一般用户
13482.0,5037,1,184.64,一般用户
13483.0,4871,1,140.34,一般用户
13484.0,5046,1,313.8,一般用户
13485.0,5038,1,454.24,一般用户
13486.0,4883,3,1122.41,一般用户
13487.0,4863,3,575.4,一般用户
13488.0,4822,17,8910.61,潜力用户
13489.0,4910,3,291.12,一般用户
13491.0,4857,10,1215.82,一般用户
13492.0,4941,3,1269.84,一般用户
13493.0,5080,2,358.35,一般用户
13494.0,5117,1,316.26000000000005,一般用户
13495.0,4813,6,1990.1200000000001,潜力用户
13496.0,4816,3,617.93,一般用户
13497.0,5088,3,321.05,一般用户
13499.0,4823,7,1035.6,一般用户
13500.0,4828,4,1136.77,一般用户
13501.0,5048,2,1310.47,一般用户
13502.0,4822,3,292.0,一般用户
13503.0,4876,1,216.85,一般用户
13504.0,4869,1,295.93,一般用户
13505.0,4873,8,4282.88,潜力用户
13506.0,5117,3,452.82,一般用户
13507.0,4808,4,2479.16,潜力用户
13508.0,5049,1,110.97,一般用户
13509.0,4814,6,829.84,一般用户
13510.0,4806,5,1785.16,一般用户
13512.0,5066,1,251.21,一般用户
13513.0,4932,1,205.1,一般用户
13514.0,4879,1,152.20000000000002,一般用户
13515.0,4878,4,891.12,一般用户
13516.0,4826,3,635.41,一般用户
13517.0,4865,5,2109.07,潜力用户
13518.0,4891,1,659.4399999999999,一般用户
13519.0,4855,2,110.80000000000001,一般用户
13520.0,4864,8,3487.75,潜力用户
13521.0,4806,3,1093.65,一般用户
13522.0,4835,1,125.80000000000001,一般用户
13523.0,4838,6,3755.38,潜力用户
13524.0,4846,5,680.1800000000001,一般用户
13525.0,4820,2,164.78,一般用户
13527.0,4839,8,2263.76,潜力用户
13529.0,4884,2,307.76,一般用户
13531.0,5010,2,483.8,一般用户
13532.0,4839,1,210.31,一般用户
13533.0,4988,3,270.79,一般用户
13534.0,4807,43,5613.08,潜力用户
13536.0,4806,7,3448.29,潜力用户
13538.0,4848,7,1280.85,一般用户
13539.0,4891,4,605.84,一般用户
13544.0,4845,2,291.41,一般用户
13546.0,4817,3,626.99,一般用户
13548.0,4901,2,682.41,一般用户
13549.0,4831,8,916.12,一般用户
13551.0,5124,1,91.80000000000001,一般用户
13552.0,4871,16,3539.53,潜力用户
13555.0,4879,4,4107.28,一般用户
13557.0,4833,2,584.06,一般用户
13558.0,4811,4,605.06,一般用户
13560.0,4812,1,174.37,一般用户
13561.0,5021,1,141.85999999999999,一般用户
13562.0,4887,3,1799.33,一般用户
13563.0,4889,2,777.53,一般用户
13564.0,4949,5,647.74,一般用户
13565.0,4824,2,240.22,一般用户
13566.0,4846,2,874.71,一般用户
13568.0,4978,1,192.85,一般用户
13569.0,4822,2,373.75,一般用户
13570.0,5048,1,239.49,一般用户
13571.0,4818,12,2092.32,潜力用户
13572.0,5011,1,1384.25,一般用户
13573.0,4855,2,271.36,一般用户
13575.0,4828,5,732.0699999999999,一般用户
13576.0,4815,20,6703.3,潜力用户
13577.0,4830,5,1658.3,一般用户
13579.0,4820,2,467.04,一般用户
13581.0,5114,1,118.0,一般用户
13583.0,4961,1,781.03,一般用户
13584.0,5112,1,142.4,一般用户
13587.0,4837,3,168.0,一般用户
13588.0,4821,13,2445.12,潜力用户
13589.0,4820,2,379.65,一般用户
13590.0,4816,7,1679.72,一般用户
13591.0,4870,3,1117.13,一般用户
13592.0,4841,4,247.95999999999998,一般用户
13593.0,4913,6,1990.28,一般用户
13594.0,4858,1,396.97,一般用户
13596.0,4811,2,697.04,一般用户
13598.0,4852,2,167.42000000000002,一般用户
13599.0,4806,33,4865.6,潜力用户
13600.0,5117,1,219.52,一般用户
13601.0,4850,2,693.32,一般用户
13602.0,4870,1,428.89,一般用户
13603.0,4831,1,164.34,一般用户
13606.0,4834,3,280.53999999999996,一般用户
13607.0,4845,1,678.01,一般用户
13610.0,4817,9,1115.43,一般用户
13611.0,4894,4,1158.2,一般用户
13614.0,4829,4,1610.46,一般用户
13615.0,5118,2,399.99,一般用户
13617.0,4845,3,544.18,一般用户
13618.0,4979,1,177.34,一般用户
13621.0,4922,1,209.85,一般用户
13623.0,4836,7,672.44,一般用户
13626.0,5058,1,257.23,一般用户
13627.0,4864,7,1420.5,一般用户
13629.0,4836,7,966.36,一般用户
13630.0,4810,11,1843.04,一般用户
13631.0,4905,11,2171.77,一般用户
13632.0,4830,6,2117.02,潜力用户
13634.0,4838,5,1575.16,一般用户
13635.0,4873,1,1071.03,一般用户
13636.0,4842,6,941.62,一般用户
13637.0,4857,3,810.5,一般用户
13638.0,4821,1,122.64,一般用户
13639.0,4879,1,795.74,一般用户
13642.0,5021,1,354.8,一般用户
13643.0,4836,3,519.44,一般用户
13644.0,4814,5,2597.52,潜力用户
13645.0,4925,1,252.1,一般用户
13647.0,4815,5,1670.22,一般用户
13649.0,5062,2,346.6,一般用户
13650.0,4822,7,1809.34,一般用户
13651.0,4840,2,94.2,一般用户
13652.0,4851,3,1095.08,一般用户
13654.0,4848,6,2694.69,潜力用户
13655.0,4919,2,932.97,一般用户
13656.0,4970,2,379.65,一般用户
13657.0,4816,2,382.14,一般用户
13658.0,4815,7,2421.47,潜力用户
13659.0,5002,3,1550.85,一般用户
13662.0,4891,7,879.08,一般用户
13663.0,4984,1,189.47,一般用户
13666.0,4865,3,84.65,一般用户
13667.0,4954,1,305.02,一般用户
13668.0,4808,29,6012.55,潜力用户
13669.0,4856,2,218.55,一般用户
13670.0,4880,1,349.7,一般用户
13672.0,5106,6,-71.46,一般用户
13673.0,4824,2,396.92,一般用户
13675.0,4956,2,486.82000000000005,一般用户
13678.0,4957,1,177.32,一般用户
13680.0,4806,5,2202.31,潜力用户
13681.0,4823,4,827.83,一般用户
13682.0,4992,1,59.5,一般用户
13684.0,5091,2,64.23,一般用户
13685.0,4808,4,20.92,一般用户
13686.0,4988,1,72.0,一般用户
13689.0,4868,1,15.0,一般用户
13690.0,4864,1,172.25,一般用户
13692.0,4830,5,1466.8700000000001,一般用户
13693.0,5130,2,-32.0,一般用户
13694.0,4809,52,25434.62,潜力用户
13695.0,4836,15,2504.13,潜力用户
13697.0,4844,1,151.29999999999998,一般用户
13699.0,4960,1,308.58000000000004,一般用户
13700.0,4831,10,2121.12,潜力用户
13703.0,5123,1,99.5,一般用户
13704.0,4810,10,2295.31,潜力用户
13705.0,4813,3,711.86,一般用户
13706.0,5108,1,330.79,一般用户
13707.0,5072,2,806.41,一般用户
13708.0,5076,1,296.88,一般用户
13709.0,4809,17,6249.110000000001,潜力用户
13710.0,4837,1,180.48,一般用户
13711.0,5024,2,252.06,一般用户
13712.0,5052,1,192.84,一般用户
13715.0,5086,8,1053.94,一般用户
13716.0,5074,1,138.28,一般用户
13717.0,4837,7,1398.02,一般用户
13718.0,5051,2,296.55,一般用户
13719.0,4820,5,1041.68,一般用户
13720.0,4922,4,720.7,一般用户
13721.0,4841,1,524.14,一般用户
13722.0,4925,4,2308.6800000000003,一般用户
13723.0,5022,1,199.85000000000002,一般用户
13725.0,4855,11,1809.81,一般用户
13726.0,4844,2,900.66,一般用户
13727.0,4834,2,333.48,一般用户
13728.0,4842,6,1016.14,一般用户
13730.0,4941,2,752.6,一般用户
13731.0,5024,2,610.59,一般用户
13732.0,4833,1,491.86,一般用户
13735.0,4830,8,2766.18,潜力用户
13736.0,4810,3,724.0,一般用户
13737.0,5005,1,339.59999999999997,一般用户
13739.0,4823,1,216.9,一般用户
13740.0,5046,1,350.75,一般用户
13741.0,4877,4,666.33,一般用户
13742.0,4822,14,3102.42,潜力用户
13743.0,4808,8,990.3499999999999,一般用户
13744.0,4900,2,1114.6,一般用户
13745.0,4956,2,291.54,一般用户
13747.0,5179,1,79.6,一般用户
13748.0,4901,5,948.25,一般用户
13750.0,4859,5,1647.26,一般用户
13751.0,5093,1,131.25,一般用户
13752.0,4929,6,1186.28,一般用户
13753.0,5093,1,741.26,一般用户
13754.0,4957,2,282.59999999999997,一般用户
13755.0,4809,10,2154.68,潜力用户
13756.0,4807,15,4325.12,潜力用户
13758.0,4817,7,3130.07,潜力用户
13759.0,4838,2,659.4100000000001,一般用户
13760.0,4859,2,286.79,一般用户
13761.0,4855,2,1070.65,一般用户
13762.0,5009,2,3.552713678800501e-15,一般用户
13763.0,4868,3,1689.46,一般用户
13764.0,4876,3,1521.76,一般用户
13767.0,4807,52,15115.310000000001,潜力用户
13769.0,4807,16,2771.87,潜力用户
13771.0,4869,5,2631.7,潜力用户
13772.0,4839,3,1132.13,一般用户
13774.0,4887,1,345.0,一般用户
13777.0,4806,35,10397.630000000001,潜力用户
13778.0,4908,1,178.7,一般用户
13780.0,4812,2,274.21,一般用户
13781.0,5056,1,127.84,一般用户
13782.0,4818,6,912.0,一般用户
13784.0,4815,8,1935.75,潜力用户
13786.0,5172,1,230.39999999999998,一般用户
13787.0,4881,2,309.04,一般用户
13790.0,4809,1,348.8,一般用户
13791.0,4848,1,-305.92,一般用户
13792.0,4871,2,195.55,一般用户
13798.0,4806,57,19877.8,潜力用户
13799.0,4922,2,688.86,一般用户
13800.0,5115,1,558.32,一般用户
13801.0,4872,1,324.8,一般用户
13802.0,4943,6,2261.27,一般用户
13803.0,5060,1,277.07,一般用户
13804.0,4836,7,2635.79,潜力用户
13805.0,4857,2,204.48,一般用户
13806.0,4869,1,256.38,一般用户
13807.0,5172,1,112.6,一般用户
13808.0,4811,5,1747.66,一般用户
13809.0,5110,1,155.05,一般用户
13810.0,4834,4,899.51,一般用户
13811.0,4989,4,591.75,一般用户
13812.0,4847,3,539.0,一般用户
13813.0,4845,5,1353.41,一般用户
13814.0,4861,3,1562.12,一般用户
13815.0,4827,5,3954.43,潜力用户
13816.0,4829,4,555.04,一般用户
13817.0,4834,2,382.98,一般用户
13819.0,5107,3,938.75,一般用户
13821.0,4950,2,385.64,一般用户
13822.0,4811,2,628.0,一般用户
13823.0,4824,2,957.66,一般用户
13824.0,4838,5,1698.94,一般用户
13826.0,4963,2,174.65,一般用户
13827.0,4863,3,412.05,一般用户
13828.0,4827,1,209.49,一般用户
13829.0,5164,1,-102.0,一般用户
13831.0,4821,6,1876.59,潜力用户
13832.0,4823,2,40.949999999999996,一般用户
13833.0,4964,1,384.8,一般用户
13835.0,4830,4,834.57,一般用户
13837.0,5017,2,271.24,一般用户
13838.0,4811,4,691.73,一般用户
13842.0,4864,9,3385.62,潜力用户
13844.0,4816,1,361.62,一般用户
13845.0,4870,1,312.98,一般用户
13846.0,4830,4,847.61,一般用户
13849.0,4857,2,1537.95,一般用户
13850.0,4893,2,1586.81,一般用户
13851.0,4901,3,1763.46,一般用户
13853.0,4814,2,1056.94,一般用户
13854.0,4814,29,7851.0199999999995,潜力用户
13856.0,4974,5,125.8,一般用户
13858.0,4862,1,216.17,一般用户
13859.0,5131,1,201.16,一般用户
13860.0,4806,6,1240.0,一般用户
13862.0,4823,10,2187.31,潜力用户
13863.0,5050,2,299.56,一般用户
13865.0,4863,4,501.56,一般用户
13866.0,4879,1,145.67000000000002,一般用户
13867.0,4836,3,1015.29,一般用户
13868.0,4844,1,507.54,一般用户
13869.0,4928,4,3104.95,一般用户
13870.0,4807,10,2751.25,潜力用户
13871.0,4828,14,6389.8,潜力用户
13873.0,4925,4,381.7,一般用户
13874.0,5163,1,540.45,一般用户
13875.0,4859,5,1786.79,一般用户
13876.0,4869,1,122.7,一般用户
13877.0,4891,1,117.24,一般用户
13878.0,4860,1,1281.53,一般用户
13880.0,4826,13,3219.77,潜力用户
13881.0,4809,20,10860.68,潜力用户
13882.0,4808,6,1131.28,一般用户
13883.0,4806,9,2538.75,潜力用户
13884.0,4812,6,781.3000000000001,一般用户
13885.0,4994,2,506.8,一般用户
13886.0,4876,1,243.56,一般用户
13887.0,5009,1,349.55,一般用户
13888.0,4925,2,605.63,一般用户
13889.0,4898,1,416.90000000000003,一般用户
13890.0,4806,14,1860.8600000000001,一般用户
13892.0,4832,4,518.13,一般用户
13893.0,5103,1,821.1,一般用户
13894.0,4827,5,535.97,一般用户
13895.0,4826,5,2552.12,潜力用户
13897.0,4855,1,311.16,一般用户
13898.0,5131,1,155.93,一般用户
13899.0,4821,2,388.52,一般用户
13900.0,4988,3,740.95,一般用户
13901.0,4877,5,2867.2,一般用户
13904.0,4842,2,332.64,一般用户
13908.0,4885,5,2222.25,一般用户
13911.0,4862,9,2288.11,潜力用户
13914.0,4809,3,613.95,一般用户
13917.0,4855,2,272.04,一般用户
13918.0,4855,2,828.84,一般用户
13919.0,4858,3,350.15999999999997,一般用户
13922.0,5157,1,172.25,一般用户
13923.0,4859,1,351.13,一般用户
13924.0,4807,11,1682.08,一般用户
13925.0,4841,6,616.65,一般用户
13926.0,4828,1,223.85000000000002,一般用户
13927.0,4880,1,348.99,一般用户
13928.0,4816,4,464.57,一般用户
13929.0,4974,3,802.85,一般用户
13930.0,4863,2,337.34,一般用户
13931.0,4891,3,1230.93,一般用户
13932.0,5100,1,307.4,一般用户
13933.0,4914,2,608.7900000000001,一般用户
13934.0,5069,1,922.1,一般用户
13936.0,4976,2,361.28,一般用户
13937.0,4974,1,158.85,一般用户
13938.0,4840,1,71.66,一般用户
13939.0,4828,4,556.75,一般用户
13940.0,4822,4,839.14,一般用户
13941.0,4827,7,3926.73,潜力用户
13946.0,4884,3,496.04999999999995,一般用户
13947.0,4870,1,90.6,一般用户
13948.0,5166,1,102.0,一般用户
13949.0,4808,6,2423.32,潜力用户
13950.0,4816,5,728.56,一般用户
13951.0,4981,3,651.65,一般用户
13952.0,5016,3,3246.091,一般用户
13953.0,4812,2,265.68,一般用户
13954.0,4807,3,378.59,一般用户
13955.0,4959,2,322.96,一般用户
13956.0,4810,5,1026.42,一般用户
13958.0,5177,1,-102.45,一般用户
13959.0,4884,3,598.2,一般用户
13960.0,4826,2,230.22,一般用户
13962.0,4827,2,169.55,一般用户
13963.0,5113,4,664.54,一般用户
13967.0,4951,1,80.7,一般用户
13969.0,4812,20,8735.69,潜力用户
13971.0,4814,11,2702.2200000000003,潜力用户
13972.0,4876,2,190.25,一般用户
13973.0,5092,1,264.7,一般用户
13974.0,4854,1,413.59000000000003,一般用户
13975.0,4836,7,2503.23,潜力用户
13976.0,5012,1,357.98,一般用户
13978.0,4820,2,196.79000000000002,一般用户
13979.0,4878,1,869.87,一般用户
13980.0,4865,1,200.14,一般用户
13982.0,4844,5,1861.11,一般用户
13983.0,4835,13,2590.46,潜力用户
13984.0,4832,4,488.03,一般用户
13985.0,4809,16,7024.53,潜力用户
13986.0,4822,1,239.82,一般用户
13988.0,4825,9,4098.8,潜力用户
13989.0,4871,2,740.92,一般用户
13990.0,5018,1,311.3,一般用户
13991.0,4817,7,850.63,一般用户
13992.0,4835,1,76.8,一般用户
13993.0,4837,12,3409.66,潜力用户
13994.0,4809,6,2313.14,潜力用户
13995.0,4820,6,1383.49,一般用户
13999.0,4815,15,3865.26,潜力用户
14000.0,5011,2,498.35,一般用户
14001.0,4851,4,1135.33,一般用户
14002.0,4939,2,521.09,一般用户
14004.0,4848,7,4582.64,潜力用户
14005.0,4815,5,2521.92,潜力用户
14006.0,4921,3,672.19,一般用户
14009.0,5003,3,685.9300000000001,一般用户
14012.0,5083,1,328.8,一般用户
14013.0,4915,3,473.02,一般用户
14014.0,4882,1,505.18,一般用户
14015.0,4858,1,917.34,一般用户
14016.0,4959,5,4328.46,一般用户
14019.0,4852,4,1347.12,一般用户
14020.0,4822,2,642.8,一般用户
14021.0,4960,3,631.9,一般用户
14022.0,5030,1,440.0,一般用户
14023.0,4812,2,584.07,一般用户
14024.0,4927,2,327.7,一般用户
14027.0,4866,1,104.82,一般用户
14029.0,4868,2,467.66,一般用户
14030.0,4823,8,2360.09,潜力用户
14031.0,4812,20,11072.56,潜力用户
14032.0,4807,18,2929.84,潜力用户
14034.0,4827,4,512.02,一般用户
14035.0,4834,5,1428.02,一般用户
14036.0,5090,1,626.65,一般用户
14037.0,4981,2,147.20000000000002,一般用户
14038.0,4883,4,1554.48,一般用户
14039.0,4838,1,152.2,一般用户
14040.0,4846,15,3542.19,潜力用户
14041.0,5071,1,141.41,一般用户
14044.0,4832,4,652.82,一般用户
14045.0,4914,2,1090.8,一般用户
14046.0,5089,1,154.99,一般用户
14047.0,4814,7,1290.01,一般用户
14048.0,5082,2,375.13,一般用户
14049.0,4822,6,5639.15,潜力用户
14050.0,4837,2,746.36,一般用户
14051.0,4806,26,15477.34,潜力用户
14052.0,4825,1,225.36,一般用户
14053.0,4965,1,154.25,一般用户
14054.0,4870,1,92.46,一般用户
14055.0,4911,1,310.64,一般用户
14056.0,4806,29,8124.4,潜力用户
14057.0,4829,17,5760.76,潜力用户
14059.0,5072,1,183.6,一般用户
14060.0,4810,20,5638.58,潜力用户
14062.0,4815,12,9545.65,潜力用户
14064.0,4834,6,1032.8,一般用户
14066.0,5072,1,152.55,一般用户
14067.0,4869,2,374.7,一般用户
14068.0,5125,1,265.85,一般用户
14071.0,4809,9,1307.41,一般用户
14073.0,4826,2,139.54,一般用户
14075.0,4810,3,942.26,一般用户
14076.0,4934,1,122.47,一般用户
14077.0,4846,5,499.41999999999996,一般用户
14078.0,4907,6,1049.37,一般用户
14079.0,4930,1,210.1,一般用户
14080.0,4838,1,45.599999999999994,一般用户
14081.0,5072,4,904.67,一般用户
14082.0,5170,1,182.25,一般用户
14083.0,4809,8,1004.03,一般用户
14085.0,4807,19,4435.79,潜力用户
14087.0,4808,2,181.67,一般用户
14088.0,4815,14,50236.49,潜力用户
14089.0,4862,1,161.0,一般用户
14090.0,5130,1,76.32000000000001,一般用户
14092.0,4813,17,4063.1,潜力用户
14093.0,4817,1,442.85,一般用户
14096.0,4809,34,56986.99,潜力用户
14098.0,4842,1,147.35,一般用户
14099.0,4821,12,3092.9700000000003,潜力用户
14100.0,4943,1,194.9,一般用户
14101.0,4879,6,2054.19,一般用户
14102.0,4810,8,1314.73,一般用户
14104.0,4960,2,216.20999999999998,一般用户
14105.0,4890,2,1260.33,一般用户
14107.0,4857,8,2688.48,潜力用户
14108.0,4836,3,594.16,一般用户
14109.0,4828,2,80.2,一般用户
14110.0,4809,13,5669.65,潜力用户
14111.0,4819,5,609.4,一般用户
14112.0,4828,12,2774.17,潜力用户
14113.0,4809,8,1377.92,一般用户
14114.0,5079,2,386.53,一般用户
14116.0,4825,5,1382.74,一般用户
14117.0,4949,1,90.0,一般用户
14119.0,5159,1,-19.9,一般用户
14121.0,4809,6,2740.3,潜力用户
14124.0,4889,1,28.080000000000002,一般用户
14125.0,4816,3,2740.43,潜力用户
14126.0,4813,4,338.35,一般用户
14127.0,4928,3,709.71,一般用户
14128.0,4866,2,637.5,一般用户
14129.0,4807,5,1123.8600000000001,一般用户
14130.0,5124,1,483.86,一般用户
14132.0,4807,12,3509.93,潜力用户
14133.0,4935,5,590.3399999999999,一般用户
14135.0,4807,15,4069.9100000000003,潜力用户
14138.0,4807,2,982.3800000000001,一般用户
14139.0,4851,1,415.82,一般用户
14140.0,4809,3,920.05,一般用户
14141.0,4808,6,879.0300000000001,一般用户
14142.0,5178,1,311.81,一般用户
14143.0,4939,1,115.8,一般用户
14145.0,4852,3,2554.2,潜力用户
14146.0,4814,6,2949.57,潜力用户
14147.0,4854,3,468.4,一般用户
14148.0,5039,1,157.2,一般用户
14149.0,5018,3,259.43,一般用户
14150.0,4841,2,658.64,一般用户
14152.0,4880,3,611.09,一般用户
14154.0,5044,2,1345.62,一般用户
14155.0,5071,1,118.75,一般用户
14156.0,4815,63,63099.49,潜力用户
14157.0,4825,3,400.43,一般用户
14158.0,4845,1,507.66,一般用户
14159.0,4825,14,4678.3,潜力用户
14161.0,5021,3,1110.52,一般用户
14162.0,4979,2,289.36,一般用户
14163.0,4892,4,2445.91,一般用户
14164.0,4886,1,1094.77,一般用户
14165.0,5081,1,122.53999999999999,一般用户
14167.0,4844,4,574.84,一般用户
14171.0,4903,1,363.79,一般用户
14173.0,4816,4,450.84,一般用户
14174.0,4838,1,134.46,一般用户
14175.0,4856,7,3108.06,潜力用户
14176.0,5102,5,574.0,一般用户
14177.0,4890,5,554.46,一般用户
14178.0,4814,7,1620.93,一般用户
14179.0,4846,2,719.78,一般用户
14180.0,4816,31,4640.77,潜力用户
14184.0,4872,1,452.89,一般用户
14185.0,5136,1,197.65,一般用户
14188.0,4814,10,2018.91,潜力用户
14189.0,4807,24,4587.03,潜力用户
14191.0,4807,14,4660.01,潜力用户
14193.0,4873,2,853.39,一般用户
14194.0,4810,32,11216.75,潜力用户
14195.0,5007,3,325.90000000000003,一般用户
14196.0,4912,1,335.52,一般用户
14198.0,4809,7,663.5,一般用户
14199.0,5023,1,185.39999999999998,一般用户
14201.0,4865,9,688.04,一般用户
14204.0,4807,1,161.03,一般用户
14205.0,4816,4,218.78,一般用户
14206.0,5044,2,308.26,一般用户
14208.0,4900,1,151.74,一般用户
14209.0,4816,7,2067.13,潜力用户
14210.0,4896,7,1900.89,一般用户
14211.0,4858,13,2208.3,潜力用户
14212.0,4895,1,237.60000000000002,一般用户
14213.0,5177,1,-1192.2,一般用户
14214.0,4836,7,1000.23,一般用户
14215.0,4817,7,1777.92,一般用户
14216.0,4808,4,1839.3,一般用户
14217.0,4807,24,1925.3600000000001,潜力用户
14218.0,4848,1,169.48000000000002,一般用户
14219.0,4809,1,89.94,一般用户
14220.0,5052,2,632.4,一般用户
14221.0,4847,10,3427.85,潜力用户
14222.0,4982,1,683.17,一般用户
14223.0,4897,4,975.23,一般用户
14224.0,4915,4,1050.12,一般用户
14226.0,4834,7,1876.04,潜力用户
14227.0,4831,15,3315.71,潜力用户
14229.0,4857,5,1450.6,一般用户
14231.0,4984,5,822.0600000000001,一般用户
14232.0,4837,8,2043.93,潜力用户
14233.0,4849,5,1215.51,一般用户
14234.0,4827,4,771.46,一般用户
